event,time,src,dst,packetName,srcPort,dstPort,pktLen
1,1.2901,10.1.0.22,10.1.0.42,normal,9001,9002,100
2,1.34599,10.1.0.24,10.1.0.42,normal,9001,9002,100
3,1.49071,10.1.0.24,10.1.0.42,normal,9001,9002,100
4,1.57542,10.1.0.12,10.1.0.42,normal,9001,9002,100
5,1.71745,10.1.0.14,10.1.0.42,normal,9001,9002,100
6,1.92393,10.1.0.22,10.1.0.42,normal,9001,9002,100
7,2.00186,10.1.0.24,10.1.0.42,normal,9001,9002,100
8,2.36589,10.1.0.18,10.1.0.42,normal,9001,9002,100
9,2.78781,10.1.0.20,10.1.0.42,normal,9001,9002,100
10,3.03033,10.1.0.14,10.1.0.42,normal,9001,9002,100
11,3.04058,10.1.0.12,10.1.0.42,normal,9001,9002,100
12,3.09053,10.1.0.19,10.1.0.42,normal,9001,9002,100
13,3.22075,10.1.0.24,10.1.0.42,normal,9001,9002,100
14,3.23612,10.1.0.22,10.1.0.42,normal,9001,9002,100
15,3.26212,10.1.0.34,10.1.0.42,normal,9001,9002,100
16,3.40246,10.1.0.16,10.1.0.42,normal,9001,9002,100
17,3.64322,10.1.0.10,10.1.0.42,normal,9001,9002,100
18,3.83155,10.1.0.20,10.1.0.42,normal,9001,9002,100
19,4.19691,10.1.0.28,10.1.0.42,normal,9001,9002,100
20,4.29524,10.1.0.10,10.1.0.42,normal,9001,9002,100
21,4.41462,10.1.0.6,10.1.0.42,normal,9001,9002,100
22,4.42361,10.1.0.20,10.1.0.42,normal,9001,9002,100
23,4.47564,10.1.0.35,10.1.0.42,normal,9001,9002,100
24,4.54826,10.1.0.34,10.1.0.42,normal,9001,9002,100
25,4.91148,10.1.0.24,10.1.0.42,normal,9001,9002,100
26,4.94141,10.1.0.12,10.1.0.42,normal,9001,9002,100
27,4.96166,10.1.0.28,10.1.0.42,normal,9001,9002,100
28,5.06422,10.1.0.10,10.1.0.42,normal,9001,9002,100
29,5.07037,10.1.0.11,10.1.0.42,normal,9001,9002,100
30,5.07311,10.1.0.14,10.1.0.42,normal,9001,9002,100
31,5.41084,10.1.0.24,10.1.0.42,normal,9001,9002,100
32,5.43065,10.1.0.6,10.1.0.42,normal,9001,9002,100
33,5.47737,10.1.0.28,10.1.0.42,normal,9001,9002,100
34,5.51764,10.1.0.34,10.1.0.42,normal,9001,9002,100
35,5.57346,10.1.0.35,10.1.0.42,normal,9001,9002,100
36,5.61753,10.1.0.11,10.1.0.42,normal,9001,9002,100
37,5.80102,10.1.0.19,10.1.0.42,normal,9001,9002,100
38,6.27127,10.1.0.28,10.1.0.42,normal,9001,9002,100
39,6.41483,10.1.0.10,10.1.0.42,normal,9001,9002,100
40,6.6696,10.1.0.11,10.1.0.42,normal,9001,9002,100
41,6.69931,10.1.0.19,10.1.0.42,normal,9001,9002,100
42,6.8921,10.1.0.34,10.1.0.42,normal,9001,9002,100
43,7.19893,10.1.0.5,10.1.0.42,normal,9001,9002,100
44,7.4582,10.1.0.10,10.1.0.42,normal,9001,9002,100
45,7.63528,10.1.0.13,10.1.0.42,normal,9001,9002,100
46,7.76119,10.1.0.29,10.1.0.42,normal,9001,9002,100
47,7.85496,10.1.0.11,10.1.0.42,normal,9001,9002,100
48,7.9917,10.1.0.19,10.1.0.42,normal,9001,9002,100
49,8.17395,10.1.0.5,10.1.0.42,normal,9001,9002,100
50,8.17653,10.1.0.10,10.1.0.42,normal,9001,9002,100
51,8.96878,10.1.0.13,10.1.0.42,normal,9001,9002,100
52,9.19035,10.1.0.29,10.1.0.42,normal,9001,9002,100
53,9.41258,10.1.0.19,10.1.0.42,normal,9001,9002,100
54,9.41459,10.1.0.30,10.1.0.42,normal,9001,9002,100
55,9.41604,10.1.0.7,10.1.0.42,normal,9001,9002,100
56,9.64055,10.1.0.5,10.1.0.42,normal,9001,9002,100
57,10.1405,10.1.0.13,10.1.0.42,normal,9001,9002,100
58,10.5505,10.1.0.7,10.1.0.42,normal,9001,9002,100
59,10.865,10.1.0.19,10.1.0.42,normal,9001,9002,100
60,11.3989,10.1.0.26,10.1.0.42,normal,9001,9002,100
61,11.4026,10.1.0.34,10.1.0.42,normal,9001,9002,100
62,11.4336,10.1.0.8,10.1.0.42,normal,9001,9002,100
63,11.4768,10.1.0.13,10.1.0.42,normal,9001,9002,100
64,11.5141,10.1.0.7,10.1.0.42,normal,9001,9002,100
65,11.6076,10.1.0.6,10.1.0.42,normal,9001,9002,100
66,11.8313,10.1.0.20,10.1.0.42,normal,9001,9002,100
67,12.0694,10.1.0.23,10.1.0.42,normal,9001,9002,100
68,12.1926,10.1.0.19,10.1.0.42,normal,9001,9002,100
69,12.3214,10.1.0.32,10.1.0.42,normal,9001,9002,100
70,12.452,10.1.0.6,10.1.0.42,normal,9001,9002,100
71,12.7312,10.1.0.26,10.1.0.42,normal,9001,9002,100
72,12.7384,10.1.0.8,10.1.0.42,normal,9001,9002,100
73,13.1725,10.1.0.19,10.1.0.42,normal,9001,9002,100
74,13.3767,10.1.0.23,10.1.0.42,normal,9001,9002,100
75,13.3792,10.1.0.6,10.1.0.42,normal,9001,9002,100
76,13.3929,10.1.0.7,10.1.0.42,normal,9001,9002,100
77,13.7968,10.1.0.32,10.1.0.42,normal,9001,9002,100
78,13.9295,10.1.0.8,10.1.0.42,normal,9001,9002,100
79,14.0927,10.1.0.19,10.1.0.42,normal,9001,9002,100
80,14.1151,10.1.0.26,10.1.0.42,normal,9001,9002,100
81,14.2632,10.1.0.23,10.1.0.42,normal,9001,9002,100
82,14.2691,10.1.0.21,10.1.0.42,normal,9001,9002,100
83,14.3574,10.1.0.12,10.1.0.42,normal,9001,9002,100
84,14.3665,10.1.0.6,10.1.0.42,normal,9001,9002,100
85,14.5098,10.1.0.4,10.1.0.42,normal,9001,9002,100
86,14.9752,10.1.0.2,10.1.0.42,normal,9001,9002,100
87,15.0239,10.1.0.26,10.1.0.42,normal,9001,9002,100
88,15.3821,10.1.0.19,10.1.0.42,normal,9001,9002,100
89,15.4613,10.1.0.13,10.1.0.42,normal,9001,9002,100
90,15.5735,10.1.0.2,10.1.0.42,normal,9001,9002,100
91,15.6456,10.1.0.23,10.1.0.42,normal,9001,9002,100
92,15.8487,10.1.0.12,10.1.0.42,normal,9001,9002,100
93,15.9607,10.1.0.19,10.1.0.42,normal,9001,9002,100
94,16.0195,10.1.0.32,10.1.0.42,normal,9001,9002,100
95,16.2018,10.1.0.23,10.1.0.42,normal,9001,9002,100
96,16.3547,10.1.0.2,10.1.0.42,normal,9001,9002,100
97,16.5982,10.1.0.21,10.1.0.42,normal,9001,9002,100
98,16.6249,10.1.0.13,10.1.0.42,normal,9001,9002,100
99,16.7496,10.1.0.19,10.1.0.42,normal,9001,9002,100
100,16.8119,10.1.0.12,10.1.0.42,normal,9001,9002,100
101,16.9579,10.1.0.22,10.1.0.42,normal,9001,9002,100
102,17.2994,10.1.0.19,10.1.0.42,normal,9001,9002,100
103,17.5261,10.1.0.12,10.1.0.42,normal,9001,9002,100
104,17.5405,10.1.0.21,10.1.0.42,normal,9001,9002,100
105,17.6596,10.1.0.23,10.1.0.42,normal,9001,9002,100
106,17.8584,10.1.0.22,10.1.0.42,normal,9001,9002,100
107,17.9177,10.1.0.2,10.1.0.42,normal,9001,9002,100
108,18.0681,10.1.0.21,10.1.0.42,normal,9001,9002,100
109,18.3471,10.1.0.23,10.1.0.42,normal,9001,9002,100
110,18.5005,10.1.0.12,10.1.0.42,normal,9001,9002,100
111,18.5028,10.1.0.13,10.1.0.42,normal,9001,9002,100
112,18.635,10.1.0.22,10.1.0.42,normal,9001,9002,100
113,18.71,10.1.0.21,10.1.0.42,normal,9001,9002,100
114,19.2743,10.1.0.19,10.1.0.42,normal,9001,9002,100
115,19.2761,10.1.0.19,10.1.0.42,normal,9001,9002,100
116,19.2777,10.1.0.19,10.1.0.42,normal,9001,9002,100
117,19.4038,10.1.0.22,10.1.0.42,normal,9001,9002,100
118,19.5112,10.1.0.23,10.1.0.42,normal,9001,9002,100
119,19.5358,10.1.0.4,10.1.0.42,normal,9001,9002,100
120,19.5375,10.1.0.36,10.1.0.42,normal,9001,9002,100
121,19.7272,10.1.0.13,10.1.0.42,normal,9001,9002,100
122,19.7346,10.1.0.21,10.1.0.42,normal,9001,9002,100
123,19.7612,10.1.0.11,10.1.0.42,normal,9001,9002,100
124,20.0005,10.1.0.21,10.1.0.42,attack,9003,9002,100
125,20.0042,10.1.0.21,10.1.0.42,attack,9003,9002,100
126,20.0045,10.1.0.21,10.1.0.42,attack,9003,9002,100
127,20.0058,10.1.0.21,10.1.0.42,attack,9003,9002,100
128,20.0062,10.1.0.21,10.1.0.42,attack,9003,9002,100
129,20.0081,10.1.0.21,10.1.0.42,attack,9003,9002,100
130,20.0089,10.1.0.21,10.1.0.42,attack,9003,9002,100
131,20.0093,10.1.0.21,10.1.0.42,attack,9003,9002,100
132,20.0096,10.1.0.21,10.1.0.42,attack,9003,9002,100
133,20.0101,10.1.0.21,10.1.0.42,attack,9003,9002,100
134,20.0113,10.1.0.21,10.1.0.42,attack,9003,9002,100
135,20.0127,10.1.0.21,10.1.0.42,attack,9003,9002,100
136,20.013,10.1.0.21,10.1.0.42,attack,9003,9002,100
137,20.0145,10.1.0.21,10.1.0.42,attack,9003,9002,100
138,20.0152,10.1.0.21,10.1.0.42,attack,9003,9002,100
139,20.0159,10.1.0.21,10.1.0.42,attack,9003,9002,100
140,20.0163,10.1.0.21,10.1.0.42,attack,9003,9002,100
141,20.0166,10.1.0.21,10.1.0.42,attack,9003,9002,100
142,20.0172,10.1.0.21,10.1.0.42,attack,9003,9002,100
143,20.0179,10.1.0.21,10.1.0.42,attack,9003,9002,100
144,20.0221,10.1.0.11,10.1.0.42,attack,9003,9002,100
145,20.0229,10.1.0.11,10.1.0.42,attack,9003,9002,100
146,20.0236,10.1.0.11,10.1.0.42,attack,9003,9002,100
147,20.0247,10.1.0.11,10.1.0.42,attack,9003,9002,100
148,20.0273,10.1.0.11,10.1.0.42,attack,9003,9002,100
149,20.0276,10.1.0.11,10.1.0.42,attack,9003,9002,100
150,20.0283,10.1.0.11,10.1.0.42,attack,9003,9002,100
151,20.0289,10.1.0.11,10.1.0.42,attack,9003,9002,100
152,20.0308,10.1.0.11,10.1.0.42,attack,9003,9002,100
153,20.0311,10.1.0.11,10.1.0.42,attack,9003,9002,100
154,20.0322,10.1.0.11,10.1.0.42,attack,9003,9002,100
155,20.0331,10.1.0.11,10.1.0.42,attack,9003,9002,100
156,20.0335,10.1.0.11,10.1.0.42,attack,9003,9002,100
157,20.0342,10.1.0.11,10.1.0.42,attack,9003,9002,100
158,20.0345,10.1.0.11,10.1.0.42,attack,9003,9002,100
159,20.035,10.1.0.11,10.1.0.42,attack,9003,9002,100
160,20.0354,10.1.0.11,10.1.0.42,attack,9003,9002,100
161,20.0363,10.1.0.11,10.1.0.42,attack,9003,9002,100
162,20.0368,10.1.0.11,10.1.0.42,attack,9003,9002,100
163,20.0372,10.1.0.11,10.1.0.42,attack,9003,9002,100
164,20.1019,10.1.0.11,10.1.0.42,attack,9003,9002,100
165,20.1039,10.1.0.11,10.1.0.42,attack,9003,9002,100
166,20.1045,10.1.0.11,10.1.0.42,attack,9003,9002,100
167,20.1059,10.1.0.11,10.1.0.42,attack,9003,9002,100
168,20.1078,10.1.0.11,10.1.0.42,attack,9003,9002,100
169,20.1085,10.1.0.11,10.1.0.42,attack,9003,9002,100
170,20.1094,10.1.0.11,10.1.0.42,attack,9003,9002,100
171,20.1109,10.1.0.11,10.1.0.42,attack,9003,9002,100
172,20.1117,10.1.0.11,10.1.0.42,attack,9003,9002,100
173,20.1128,10.1.0.11,10.1.0.42,attack,9003,9002,100
174,20.1137,10.1.0.11,10.1.0.42,attack,9003,9002,100
175,20.115,10.1.0.21,10.1.0.42,attack,9003,9002,100
176,20.1158,10.1.0.21,10.1.0.42,attack,9003,9002,100
177,20.1172,10.1.0.21,10.1.0.42,attack,9003,9002,100
178,20.1179,10.1.0.21,10.1.0.42,attack,9003,9002,100
179,20.1189,10.1.0.21,10.1.0.42,attack,9003,9002,100
180,20.1198,10.1.0.21,10.1.0.42,attack,9003,9002,100
181,20.1205,10.1.0.21,10.1.0.42,attack,9003,9002,100
182,20.1211,10.1.0.21,10.1.0.42,attack,9003,9002,100
183,20.1217,10.1.0.21,10.1.0.42,attack,9003,9002,100
184,20.1262,10.1.0.11,10.1.0.42,attack,9003,9002,100
185,20.1278,10.1.0.21,10.1.0.42,attack,9003,9002,100
186,20.1326,10.1.0.21,10.1.0.42,attack,9003,9002,100
187,20.1333,10.1.0.21,10.1.0.42,attack,9003,9002,100
188,20.1335,10.1.0.21,10.1.0.42,attack,9003,9002,100
189,20.1342,10.1.0.21,10.1.0.42,attack,9003,9002,100
190,20.1344,10.1.0.21,10.1.0.42,attack,9003,9002,100
191,20.1353,10.1.0.21,10.1.0.42,attack,9003,9002,100
192,20.1359,10.1.0.21,10.1.0.42,attack,9003,9002,100
193,20.1366,10.1.0.21,10.1.0.42,attack,9003,9002,100
194,20.1373,10.1.0.21,10.1.0.42,attack,9003,9002,100
195,20.1383,10.1.0.11,10.1.0.42,attack,9003,9002,100
196,20.1386,10.1.0.11,10.1.0.42,attack,9003,9002,100
197,20.139,10.1.0.11,10.1.0.42,attack,9003,9002,100
198,20.1395,10.1.0.11,10.1.0.42,attack,9003,9002,100
199,20.1403,10.1.0.11,10.1.0.42,attack,9003,9002,100
200,20.1406,10.1.0.11,10.1.0.42,attack,9003,9002,100
201,20.141,10.1.0.11,10.1.0.42,attack,9003,9002,100
202,20.1413,10.1.0.11,10.1.0.42,attack,9003,9002,100
203,20.1824,10.1.0.6,10.1.0.42,normal,9001,9002,100
204,20.2008,10.1.0.11,10.1.0.42,attack,9003,9002,100
205,20.2017,10.1.0.11,10.1.0.42,attack,9003,9002,100
206,20.2032,10.1.0.11,10.1.0.42,attack,9003,9002,100
207,20.2053,10.1.0.11,10.1.0.42,attack,9003,9002,100
208,20.207,10.1.0.11,10.1.0.42,attack,9003,9002,100
209,20.2081,10.1.0.11,10.1.0.42,attack,9003,9002,100
210,20.2098,10.1.0.11,10.1.0.42,attack,9003,9002,100
211,20.2116,10.1.0.11,10.1.0.42,attack,9003,9002,100
212,20.2125,10.1.0.11,10.1.0.42,attack,9003,9002,100
213,20.2147,10.1.0.11,10.1.0.42,attack,9003,9002,100
214,20.2153,10.1.0.11,10.1.0.42,attack,9003,9002,100
215,20.2159,10.1.0.11,10.1.0.42,attack,9003,9002,100
216,20.2166,10.1.0.11,10.1.0.42,attack,9003,9002,100
217,20.2173,10.1.0.11,10.1.0.42,attack,9003,9002,100
218,20.218,10.1.0.11,10.1.0.42,attack,9003,9002,100
219,20.2187,10.1.0.11,10.1.0.42,attack,9003,9002,100
220,20.2194,10.1.0.11,10.1.0.42,attack,9003,9002,100
221,20.2201,10.1.0.11,10.1.0.42,attack,9003,9002,100
222,20.2208,10.1.0.11,10.1.0.42,attack,9003,9002,100
223,20.2215,10.1.0.11,10.1.0.42,attack,9003,9002,100
224,20.3018,10.1.0.11,10.1.0.42,attack,9003,9002,100
225,20.3039,10.1.0.11,10.1.0.42,attack,9003,9002,100
226,20.3044,10.1.0.11,10.1.0.42,attack,9003,9002,100
227,20.3049,10.1.0.11,10.1.0.42,attack,9003,9002,100
228,20.3081,10.1.0.11,10.1.0.42,attack,9003,9002,100
229,20.3084,10.1.0.11,10.1.0.42,attack,9003,9002,100
230,20.3108,10.1.0.11,10.1.0.42,attack,9003,9002,100
231,20.3126,10.1.0.11,10.1.0.42,attack,9003,9002,100
232,20.3139,10.1.0.11,10.1.0.42,attack,9003,9002,100
233,20.3152,10.1.0.11,10.1.0.42,attack,9003,9002,100
234,20.3164,10.1.0.11,10.1.0.42,attack,9003,9002,100
235,20.3167,10.1.0.11,10.1.0.42,attack,9003,9002,100
236,20.319,10.1.0.11,10.1.0.42,attack,9003,9002,100
237,20.3195,10.1.0.11,10.1.0.42,attack,9003,9002,100
238,20.3206,10.1.0.11,10.1.0.42,attack,9003,9002,100
239,20.3214,10.1.0.11,10.1.0.42,attack,9003,9002,100
240,20.3224,10.1.0.11,10.1.0.42,attack,9003,9002,100
241,20.3227,10.1.0.11,10.1.0.42,attack,9003,9002,100
242,20.323,10.1.0.11,10.1.0.42,attack,9003,9002,100
243,20.3233,10.1.0.11,10.1.0.42,attack,9003,9002,100
244,20.358,10.1.0.40,10.1.0.42,attack,9003,9002,100
245,20.3584,10.1.0.40,10.1.0.42,attack,9003,9002,100
246,20.36,10.1.0.40,10.1.0.42,attack,9003,9002,100
247,20.3636,10.1.0.40,10.1.0.42,attack,9003,9002,100
248,20.3658,10.1.0.40,10.1.0.42,attack,9003,9002,100
249,20.3715,10.1.0.40,10.1.0.42,attack,9003,9002,100
250,20.373,10.1.0.40,10.1.0.42,attack,9003,9002,100
251,20.3748,10.1.0.40,10.1.0.42,attack,9003,9002,100
252,20.3777,10.1.0.40,10.1.0.42,attack,9003,9002,100
253,20.382,10.1.0.40,10.1.0.42,attack,9003,9002,100
254,20.6562,10.1.0.13,10.1.0.42,normal,9001,9002,100
255,20.9216,10.1.0.11,10.1.0.42,attack,9003,9002,100
256,20.9233,10.1.0.11,10.1.0.42,attack,9003,9002,100
257,20.924,10.1.0.11,10.1.0.42,attack,9003,9002,100
258,20.9262,10.1.0.11,10.1.0.42,attack,9003,9002,100
259,20.9275,10.1.0.11,10.1.0.42,attack,9003,9002,100
260,20.9283,10.1.0.11,10.1.0.42,attack,9003,9002,100
261,20.9306,10.1.0.11,10.1.0.42,attack,9003,9002,100
262,20.9321,10.1.0.11,10.1.0.42,attack,9003,9002,100
263,20.933,10.1.0.11,10.1.0.42,attack,9003,9002,100
264,20.9338,10.1.0.11,10.1.0.42,attack,9003,9002,100
265,20.9348,10.1.0.11,10.1.0.42,attack,9003,9002,100
266,20.9358,10.1.0.11,10.1.0.42,attack,9003,9002,100
267,20.937,10.1.0.11,10.1.0.42,attack,9003,9002,100
268,20.9399,10.1.0.11,10.1.0.42,attack,9003,9002,100
269,20.9414,10.1.0.11,10.1.0.42,attack,9003,9002,100
270,20.9423,10.1.0.11,10.1.0.42,attack,9003,9002,100
271,20.9436,10.1.0.11,10.1.0.42,attack,9003,9002,100
272,20.9451,10.1.0.11,10.1.0.42,attack,9003,9002,100
273,20.9463,10.1.0.11,10.1.0.42,attack,9003,9002,100
274,20.9475,10.1.0.11,10.1.0.42,attack,9003,9002,100
275,20.9828,10.1.0.11,10.1.0.42,normal,9001,9002,100
276,21.001,10.1.0.11,10.1.0.42,attack,9003,9002,100
277,21.0025,10.1.0.11,10.1.0.42,attack,9003,9002,100
278,21.0063,10.1.0.11,10.1.0.42,attack,9003,9002,100
279,21.007,10.1.0.11,10.1.0.42,attack,9003,9002,100
280,21.0091,10.1.0.11,10.1.0.42,attack,9003,9002,100
281,21.0094,10.1.0.11,10.1.0.42,attack,9003,9002,100
282,21.0224,10.1.0.11,10.1.0.42,attack,9003,9002,100
283,21.0239,10.1.0.11,10.1.0.42,attack,9003,9002,100
284,21.0241,10.1.0.11,10.1.0.42,attack,9003,9002,100
285,21.0264,10.1.0.11,10.1.0.42,attack,9003,9002,100
286,21.0277,10.1.0.11,10.1.0.42,attack,9003,9002,100
287,21.028,10.1.0.11,10.1.0.42,attack,9003,9002,100
288,21.0288,10.1.0.11,10.1.0.42,attack,9003,9002,100
289,21.0291,10.1.0.11,10.1.0.42,attack,9003,9002,100
290,21.0298,10.1.0.11,10.1.0.42,attack,9003,9002,100
291,21.0301,10.1.0.11,10.1.0.42,attack,9003,9002,100
292,21.0308,10.1.0.11,10.1.0.42,attack,9003,9002,100
293,21.0311,10.1.0.11,10.1.0.42,attack,9003,9002,100
294,21.0318,10.1.0.11,10.1.0.42,attack,9003,9002,100
295,21.0332,10.1.0.13,10.1.0.42,normal,9001,9002,100
296,21.0335,10.1.0.11,10.1.0.42,attack,9003,9002,100
297,21.0436,10.1.0.23,10.1.0.42,normal,9001,9002,100
298,21.0687,10.1.0.6,10.1.0.42,normal,9001,9002,100
299,21.0942,10.1.0.12,10.1.0.42,normal,9001,9002,100
300,21.0956,10.1.0.12,10.1.0.42,normal,9001,9002,100
301,21.2014,10.1.0.21,10.1.0.42,attack,9003,9002,100
302,21.2019,10.1.0.21,10.1.0.42,attack,9003,9002,100
303,21.2027,10.1.0.36,10.1.0.42,normal,9001,9002,100
304,21.203,10.1.0.21,10.1.0.42,attack,9003,9002,100
305,21.2758,10.1.0.6,10.1.0.42,normal,9001,9002,100
306,21.2865,10.1.0.21,10.1.0.42,normal,9001,9002,100
307,21.2951,10.1.0.23,10.1.0.42,normal,9001,9002,100
308,21.3017,10.1.0.21,10.1.0.42,attack,9003,9002,100
309,21.302,10.1.0.21,10.1.0.42,attack,9003,9002,100
310,21.3024,10.1.0.21,10.1.0.42,attack,9003,9002,100
311,21.3027,10.1.0.21,10.1.0.42,attack,9003,9002,100
312,21.3031,10.1.0.21,10.1.0.42,attack,9003,9002,100
313,21.304,10.1.0.21,10.1.0.42,attack,9003,9002,100
314,21.3043,10.1.0.21,10.1.0.42,attack,9003,9002,100
315,21.3047,10.1.0.21,10.1.0.42,attack,9003,9002,100
316,21.3052,10.1.0.21,10.1.0.42,attack,9003,9002,100
317,21.3055,10.1.0.21,10.1.0.42,attack,9003,9002,100
318,21.3058,10.1.0.21,10.1.0.42,attack,9003,9002,100
319,21.3062,10.1.0.21,10.1.0.42,attack,9003,9002,100
320,21.3072,10.1.0.21,10.1.0.42,attack,9003,9002,100
321,21.3076,10.1.0.21,10.1.0.42,attack,9003,9002,100
322,21.3079,10.1.0.21,10.1.0.42,attack,9003,9002,100
323,21.3083,10.1.0.21,10.1.0.42,attack,9003,9002,100
324,21.3088,10.1.0.21,10.1.0.42,attack,9003,9002,100
325,21.3092,10.1.0.21,10.1.0.42,attack,9003,9002,100
326,21.3096,10.1.0.21,10.1.0.42,attack,9003,9002,100
327,21.3102,10.1.0.21,10.1.0.42,attack,9003,9002,100
328,21.3692,10.1.0.12,10.1.0.42,normal,9001,9002,100
329,21.4002,10.1.0.21,10.1.0.42,attack,9003,9002,100
330,21.4004,10.1.0.21,10.1.0.42,attack,9003,9002,100
331,21.4007,10.1.0.21,10.1.0.42,attack,9003,9002,100
332,21.4011,10.1.0.21,10.1.0.42,attack,9003,9002,100
333,21.4016,10.1.0.21,10.1.0.42,attack,9003,9002,100
334,21.402,10.1.0.21,10.1.0.42,attack,9003,9002,100
335,21.4024,10.1.0.21,10.1.0.42,attack,9003,9002,100
336,21.4027,10.1.0.21,10.1.0.42,attack,9003,9002,100
337,21.4035,10.1.0.21,10.1.0.42,attack,9003,9002,100
338,21.4039,10.1.0.21,10.1.0.42,attack,9003,9002,100
339,21.4042,10.1.0.21,10.1.0.42,attack,9003,9002,100
340,21.4045,10.1.0.21,10.1.0.42,attack,9003,9002,100
341,21.405,10.1.0.21,10.1.0.42,attack,9003,9002,100
342,21.4053,10.1.0.21,10.1.0.42,attack,9003,9002,100
343,21.4056,10.1.0.21,10.1.0.42,attack,9003,9002,100
344,21.4061,10.1.0.21,10.1.0.42,attack,9003,9002,100
345,21.4064,10.1.0.21,10.1.0.42,attack,9003,9002,100
346,21.4071,10.1.0.21,10.1.0.42,attack,9003,9002,100
347,21.4075,10.1.0.21,10.1.0.42,attack,9003,9002,100
348,21.4079,10.1.0.21,10.1.0.42,attack,9003,9002,100
349,21.4238,10.1.0.13,10.1.0.42,normal,9001,9002,100
350,21.5002,10.1.0.21,10.1.0.42,attack,9003,9002,100
351,21.5005,10.1.0.21,10.1.0.42,attack,9003,9002,100
352,21.5009,10.1.0.21,10.1.0.42,attack,9003,9002,100
353,21.5014,10.1.0.21,10.1.0.42,attack,9003,9002,100
354,21.5017,10.1.0.21,10.1.0.42,attack,9003,9002,100
355,21.5021,10.1.0.21,10.1.0.42,attack,9003,9002,100
356,21.5024,10.1.0.21,10.1.0.42,attack,9003,9002,100
357,21.5027,10.1.0.21,10.1.0.42,attack,9003,9002,100
358,21.503,10.1.0.21,10.1.0.42,attack,9003,9002,100
359,21.5033,10.1.0.21,10.1.0.42,attack,9003,9002,100
360,21.5037,10.1.0.21,10.1.0.42,attack,9003,9002,100
361,21.5039,10.1.0.21,10.1.0.42,attack,9003,9002,100
362,21.5042,10.1.0.21,10.1.0.42,attack,9003,9002,100
363,21.5045,10.1.0.21,10.1.0.42,attack,9003,9002,100
364,21.5048,10.1.0.21,10.1.0.42,attack,9003,9002,100
365,21.5051,10.1.0.21,10.1.0.42,attack,9003,9002,100
366,21.5054,10.1.0.21,10.1.0.42,attack,9003,9002,100
367,21.5056,10.1.0.21,10.1.0.42,attack,9003,9002,100
368,21.5059,10.1.0.21,10.1.0.42,attack,9003,9002,100
369,21.5063,10.1.0.21,10.1.0.42,attack,9003,9002,100
370,21.5166,10.1.0.21,10.1.0.42,normal,9001,9002,100
371,21.5256,10.1.0.11,10.1.0.42,attack,9003,9002,100
372,21.5274,10.1.0.11,10.1.0.42,attack,9003,9002,100
373,21.5278,10.1.0.11,10.1.0.42,attack,9003,9002,100
374,21.5288,10.1.0.11,10.1.0.42,attack,9003,9002,100
375,21.5303,10.1.0.11,10.1.0.42,attack,9003,9002,100
376,21.5331,10.1.0.11,10.1.0.42,attack,9003,9002,100
377,21.5348,10.1.0.11,10.1.0.42,attack,9003,9002,100
378,21.557,10.1.0.11,10.1.0.42,attack,9003,9002,100
379,21.5581,10.1.0.11,10.1.0.42,attack,9003,9002,100
380,21.5589,10.1.0.11,10.1.0.42,attack,9003,9002,100
381,21.5597,10.1.0.11,10.1.0.42,attack,9003,9002,100
382,21.5609,10.1.0.11,10.1.0.42,attack,9003,9002,100
383,21.5621,10.1.0.11,10.1.0.42,attack,9003,9002,100
384,21.5669,10.1.0.11,10.1.0.42,attack,9003,9002,100
385,21.5696,10.1.0.11,10.1.0.42,attack,9003,9002,100
386,21.5702,10.1.0.23,10.1.0.42,normal,9001,9002,100
387,21.571,10.1.0.11,10.1.0.42,attack,9003,9002,100
388,21.5759,10.1.0.11,10.1.0.42,attack,9003,9002,100
389,21.5767,10.1.0.11,10.1.0.42,attack,9003,9002,100
390,21.5775,10.1.0.11,10.1.0.42,attack,9003,9002,100
391,21.579,10.1.0.11,10.1.0.42,attack,9003,9002,100
392,21.5806,10.1.0.11,10.1.0.42,attack,9003,9002,100
393,21.5813,10.1.0.11,10.1.0.42,attack,9003,9002,100
394,21.5829,10.1.0.11,10.1.0.42,attack,9003,9002,100
395,21.5847,10.1.0.11,10.1.0.42,normal,9001,9002,100
396,21.5856,10.1.0.11,10.1.0.42,attack,9003,9002,100
397,21.5873,10.1.0.11,10.1.0.42,attack,9003,9002,100
398,21.5887,10.1.0.11,10.1.0.42,attack,9003,9002,100
399,21.5895,10.1.0.11,10.1.0.42,attack,9003,9002,100
400,21.5909,10.1.0.11,10.1.0.42,attack,9003,9002,100
401,21.5919,10.1.0.11,10.1.0.42,attack,9003,9002,100
402,21.5932,10.1.0.11,10.1.0.42,attack,9003,9002,100
403,21.5941,10.1.0.11,10.1.0.42,attack,9003,9002,100
404,21.5967,10.1.0.36,10.1.0.42,normal,9001,9002,100
405,21.5998,10.1.0.6,10.1.0.42,normal,9001,9002,100
406,21.6002,10.1.0.21,10.1.0.42,attack,9003,9002,100
407,21.6005,10.1.0.21,10.1.0.42,attack,9003,9002,100
408,21.6009,10.1.0.21,10.1.0.42,attack,9003,9002,100
409,21.6013,10.1.0.21,10.1.0.42,attack,9003,9002,100
410,21.6016,10.1.0.21,10.1.0.42,attack,9003,9002,100
411,21.602,10.1.0.21,10.1.0.42,attack,9003,9002,100
