event,time,src,dst,packetName,srcPort,dstPort,pktLen
2874,28.4019,10.1.0.11,10.1.0.42,attack,9003,9002,100
2875,28.4024,10.1.0.11,10.1.0.42,attack,9003,9002,100
2876,28.4028,10.1.0.11,10.1.0.42,attack,9003,9002,100
2877,28.4033,10.1.0.11,10.1.0.42,attack,9003,9002,100
2878,28.4037,10.1.0.11,10.1.0.42,attack,9003,9002,100
2879,28.404,10.1.0.11,10.1.0.42,attack,9003,9002,100
2880,28.4044,10.1.0.11,10.1.0.42,attack,9003,9002,100
2881,28.4049,10.1.0.11,10.1.0.42,attack,9003,9002,100
2882,28.4061,10.1.0.11,10.1.0.42,attack,9003,9002,100
2883,28.4065,10.1.0.11,10.1.0.42,attack,9003,9002,100
2884,28.4069,10.1.0.11,10.1.0.42,attack,9003,9002,100
2885,28.4072,10.1.0.11,10.1.0.42,attack,9003,9002,100
2886,28.4077,10.1.0.11,10.1.0.42,attack,9003,9002,100
2887,28.4081,10.1.0.11,10.1.0.42,attack,9003,9002,100
2888,28.4088,10.1.0.11,10.1.0.42,attack,9003,9002,100
2889,28.4096,10.1.0.11,10.1.0.42,attack,9003,9002,100
2890,28.5007,10.1.0.11,10.1.0.42,attack,9003,9002,100
2891,28.5014,10.1.0.11,10.1.0.42,attack,9003,9002,100
2892,28.502,10.1.0.11,10.1.0.42,attack,9003,9002,100
2893,28.5026,10.1.0.11,10.1.0.42,attack,9003,9002,100
2894,28.5032,10.1.0.11,10.1.0.42,attack,9003,9002,100
2895,28.504,10.1.0.11,10.1.0.42,attack,9003,9002,100
2896,28.5045,10.1.0.11,10.1.0.42,attack,9003,9002,100
2897,28.5049,10.1.0.11,10.1.0.42,attack,9003,9002,100
2898,28.5053,10.1.0.30,10.1.0.42,normal,9001,9002,100
2899,28.5061,10.1.0.11,10.1.0.42,attack,9003,9002,100
2900,28.5074,10.1.0.11,10.1.0.42,attack,9003,9002,100
2901,28.5078,10.1.0.11,10.1.0.42,attack,9003,9002,100
2902,28.5086,10.1.0.11,10.1.0.42,attack,9003,9002,100
2903,28.509,10.1.0.11,10.1.0.42,attack,9003,9002,100
2904,28.5098,10.1.0.11,10.1.0.42,attack,9003,9002,100
2905,28.5137,10.1.0.32,10.1.0.42,normal,9001,9002,100
2906,28.5151,10.1.0.11,10.1.0.42,attack,9003,9002,100
2907,28.5327,10.1.0.11,10.1.0.42,attack,9003,9002,100
2908,28.5331,10.1.0.11,10.1.0.42,attack,9003,9002,100
2909,28.5336,10.1.0.11,10.1.0.42,attack,9003,9002,100
2910,28.5341,10.1.0.11,10.1.0.42,attack,9003,9002,100
2911,28.5938,10.1.0.19,10.1.0.42,normal,9001,9002,100
2912,28.6219,10.1.0.11,10.1.0.42,attack,9003,9002,100
2913,28.6233,10.1.0.11,10.1.0.42,attack,9003,9002,100
2914,28.6244,10.1.0.11,10.1.0.42,attack,9003,9002,100
2915,28.626,10.1.0.11,10.1.0.42,attack,9003,9002,100
2916,28.6278,10.1.0.11,10.1.0.42,attack,9003,9002,100
2917,28.63,10.1.0.11,10.1.0.42,attack,9003,9002,100
2918,28.643,10.1.0.11,10.1.0.42,attack,9003,9002,100
2919,28.6434,10.1.0.11,10.1.0.42,attack,9003,9002,100
2920,28.6449,10.1.0.11,10.1.0.42,attack,9003,9002,100
2921,28.6461,10.1.0.11,10.1.0.42,attack,9003,9002,100
2922,28.6465,10.1.0.11,10.1.0.42,attack,9003,9002,100
2923,28.6469,10.1.0.11,10.1.0.42,attack,9003,9002,100
2924,28.6473,10.1.0.11,10.1.0.42,attack,9003,9002,100
2925,28.6478,10.1.0.11,10.1.0.42,attack,9003,9002,100
2926,28.6482,10.1.0.11,10.1.0.42,attack,9003,9002,100
2927,28.6487,10.1.0.11,10.1.0.42,attack,9003,9002,100
2928,28.6508,10.1.0.11,10.1.0.42,attack,9003,9002,100
2929,28.6512,10.1.0.11,10.1.0.42,attack,9003,9002,100
2930,28.6528,10.1.0.11,10.1.0.42,attack,9003,9002,100
2931,28.6537,10.1.0.11,10.1.0.42,attack,9003,9002,100
2932,28.654,10.1.0.11,10.1.0.42,normal,9001,9002,100
2933,28.7009,10.1.0.11,10.1.0.42,attack,9003,9002,100
2934,28.7025,10.1.0.11,10.1.0.42,attack,9003,9002,100
2935,28.7046,10.1.0.11,10.1.0.42,attack,9003,9002,100
2936,28.7083,10.1.0.11,10.1.0.42,attack,9003,9002,100
2937,28.7193,10.1.0.11,10.1.0.42,attack,9003,9002,100
2938,28.7196,10.1.0.11,10.1.0.42,attack,9003,9002,100
2939,28.7207,10.1.0.11,10.1.0.42,attack,9003,9002,100
2940,28.7217,10.1.0.11,10.1.0.42,attack,9003,9002,100
2941,28.723,10.1.0.11,10.1.0.42,attack,9003,9002,100
2942,28.7241,10.1.0.11,10.1.0.42,attack,9003,9002,100
2943,28.7248,10.1.0.11,10.1.0.42,attack,9003,9002,100
2944,28.7255,10.1.0.11,10.1.0.42,attack,9003,9002,100
2945,28.7259,10.1.0.11,10.1.0.42,attack,9003,9002,100
2946,28.7264,10.1.0.11,10.1.0.42,attack,9003,9002,100
2947,28.7268,10.1.0.11,10.1.0.42,attack,9003,9002,100
2948,28.7279,10.1.0.11,10.1.0.42,attack,9003,9002,100
2949,28.7283,10.1.0.11,10.1.0.42,attack,9003,9002,100
2950,28.7287,10.1.0.11,10.1.0.42,attack,9003,9002,100
2951,28.7292,10.1.0.11,10.1.0.42,attack,9003,9002,100
2952,28.7306,10.1.0.11,10.1.0.42,attack,9003,9002,100
2953,28.7439,10.1.0.30,10.1.0.42,normal,9001,9002,100
2954,28.8047,10.1.0.11,10.1.0.42,attack,9003,9002,100
2955,28.8051,10.1.0.11,10.1.0.42,attack,9003,9002,100
2956,28.8055,10.1.0.11,10.1.0.42,attack,9003,9002,100
2957,28.8066,10.1.0.11,10.1.0.42,attack,9003,9002,100
2958,28.8078,10.1.0.11,10.1.0.42,attack,9003,9002,100
2959,28.81,10.1.0.11,10.1.0.42,attack,9003,9002,100
2960,28.8107,10.1.0.11,10.1.0.42,attack,9003,9002,100
2961,28.8122,10.1.0.11,10.1.0.42,attack,9003,9002,100
2962,28.8131,10.1.0.11,10.1.0.42,attack,9003,9002,100
2963,28.8137,10.1.0.11,10.1.0.42,attack,9003,9002,100
2964,28.8143,10.1.0.11,10.1.0.42,attack,9003,9002,100
2965,28.8431,10.1.0.11,10.1.0.42,attack,9003,9002,100
2966,28.8449,10.1.0.11,10.1.0.42,attack,9003,9002,100
2967,28.8453,10.1.0.11,10.1.0.42,attack,9003,9002,100
2968,28.8463,10.1.0.11,10.1.0.42,attack,9003,9002,100
2969,28.847,10.1.0.11,10.1.0.42,attack,9003,9002,100
2970,28.8474,10.1.0.11,10.1.0.42,attack,9003,9002,100
2971,28.8477,10.1.0.11,10.1.0.42,attack,9003,9002,100
2972,28.8481,10.1.0.11,10.1.0.42,attack,9003,9002,100
2973,28.8484,10.1.0.11,10.1.0.42,attack,9003,9002,100
2974,28.8488,10.1.0.11,10.1.0.42,normal,9001,9002,100
2975,28.9013,10.1.0.11,10.1.0.42,attack,9003,9002,100
2976,28.9023,10.1.0.11,10.1.0.42,attack,9003,9002,100
2977,28.9037,10.1.0.11,10.1.0.42,attack,9003,9002,100
2978,28.9062,10.1.0.11,10.1.0.42,attack,9003,9002,100
2979,28.9082,10.1.0.11,10.1.0.42,attack,9003,9002,100
2980,28.9099,10.1.0.11,10.1.0.42,attack,9003,9002,100
2981,28.9114,10.1.0.11,10.1.0.42,attack,9003,9002,100
2982,28.9132,10.1.0.11,10.1.0.42,attack,9003,9002,100
2983,28.9141,10.1.0.11,10.1.0.42,attack,9003,9002,100
2984,28.9218,10.1.0.11,10.1.0.42,attack,9003,9002,100
2985,28.9229,10.1.0.11,10.1.0.42,attack,9003,9002,100
2986,28.9233,10.1.0.11,10.1.0.42,attack,9003,9002,100
2987,28.9237,10.1.0.11,10.1.0.42,attack,9003,9002,100
2988,28.924,10.1.0.19,10.1.0.42,normal,9001,9002,100
2989,28.925,10.1.0.11,10.1.0.42,attack,9003,9002,100
2990,28.9289,10.1.0.11,10.1.0.42,attack,9003,9002,100
2991,28.9299,10.1.0.11,10.1.0.42,attack,9003,9002,100
2992,28.931,10.1.0.11,10.1.0.42,attack,9003,9002,100
2993,28.9317,10.1.0.11,10.1.0.42,attack,9003,9002,100
2994,28.9322,10.1.0.11,10.1.0.42,attack,9003,9002,100
2995,28.9326,10.1.0.11,10.1.0.42,attack,9003,9002,100
2996,28.942,10.1.0.32,10.1.0.42,normal,9001,9002,100
2997,28.9753,10.1.0.25,10.1.0.42,normal,9001,9002,100
2998,29.0016,10.1.0.11,10.1.0.42,attack,9003,9002,100
2999,29.0026,10.1.0.11,10.1.0.42,attack,9003,9002,100
3000,29.0053,10.1.0.11,10.1.0.42,attack,9003,9002,100
3001,29.0068,10.1.0.11,10.1.0.42,attack,9003,9002,100
3002,29.0083,10.1.0.11,10.1.0.42,attack,9003,9002,100
3003,29.0102,10.1.0.11,10.1.0.42,attack,9003,9002,100
3004,29.0107,10.1.0.11,10.1.0.42,attack,9003,9002,100
3005,29.0153,10.1.0.11,10.1.0.42,attack,9003,9002,100
3006,29.0176,10.1.0.11,10.1.0.42,attack,9003,9002,100
3007,29.0186,10.1.0.11,10.1.0.42,attack,9003,9002,100
3008,29.0244,10.1.0.11,10.1.0.42,attack,9003,9002,100
3009,29.0253,10.1.0.11,10.1.0.42,attack,9003,9002,100
3010,29.0256,10.1.0.11,10.1.0.42,attack,9003,9002,100
3011,29.0271,10.1.0.11,10.1.0.42,attack,9003,9002,100
3012,29.0274,10.1.0.11,10.1.0.42,attack,9003,9002,100
3013,29.0303,10.1.0.11,10.1.0.42,attack,9003,9002,100
3014,29.0311,10.1.0.11,10.1.0.42,attack,9003,9002,100
3015,29.0314,10.1.0.11,10.1.0.42,attack,9003,9002,100
3016,29.0317,10.1.0.11,10.1.0.42,attack,9003,9002,100
3017,29.032,10.1.0.11,10.1.0.42,attack,9003,9002,100
3018,29.0926,10.1.0.30,10.1.0.42,normal,9001,9002,100
3019,29.1024,10.1.0.11,10.1.0.42,attack,9003,9002,100
3020,29.1037,10.1.0.11,10.1.0.42,attack,9003,9002,100
3021,29.1144,10.1.0.11,10.1.0.42,attack,9003,9002,100
3022,29.1156,10.1.0.11,10.1.0.42,attack,9003,9002,100
3023,29.1163,10.1.0.11,10.1.0.42,attack,9003,9002,100
3024,29.1167,10.1.0.11,10.1.0.42,attack,9003,9002,100
3025,29.1176,10.1.0.11,10.1.0.42,attack,9003,9002,100
3026,29.1181,10.1.0.11,10.1.0.42,attack,9003,9002,100
3027,29.1213,10.1.0.11,10.1.0.42,attack,9003,9002,100
3028,29.1217,10.1.0.11,10.1.0.42,attack,9003,9002,100
3029,29.1221,10.1.0.11,10.1.0.42,attack,9003,9002,100
3030,29.1229,10.1.0.11,10.1.0.42,attack,9003,9002,100
3031,29.1234,10.1.0.11,10.1.0.42,attack,9003,9002,100
3032,29.1241,10.1.0.11,10.1.0.42,attack,9003,9002,100
3033,29.1249,10.1.0.11,10.1.0.42,attack,9003,9002,100
3034,29.1254,10.1.0.11,10.1.0.42,attack,9003,9002,100
3035,29.1261,10.1.0.11,10.1.0.42,attack,9003,9002,100
3036,29.1264,10.1.0.11,10.1.0.42,attack,9003,9002,100
3037,29.1276,10.1.0.11,10.1.0.42,attack,9003,9002,100
3038,29.1281,10.1.0.11,10.1.0.42,attack,9003,9002,100
3039,29.1709,10.1.0.25,10.1.0.42,normal,9001,9002,100
3040,29.2061,10.1.0.19,10.1.0.42,normal,9001,9002,100
3041,29.2274,10.1.0.32,10.1.0.42,normal,9001,9002,100
3042,29.2295,10.1.0.11,10.1.0.42,attack,9003,9002,100
3043,29.2306,10.1.0.11,10.1.0.42,attack,9003,9002,100
3044,29.2319,10.1.0.11,10.1.0.42,attack,9003,9002,100
3045,29.2406,10.1.0.11,10.1.0.42,attack,9003,9002,100
3046,29.2409,10.1.0.11,10.1.0.42,attack,9003,9002,100
3047,29.2413,10.1.0.11,10.1.0.42,attack,9003,9002,100
3048,29.2422,10.1.0.11,10.1.0.42,attack,9003,9002,100
3049,29.2429,10.1.0.11,10.1.0.42,attack,9003,9002,100
3050,29.2435,10.1.0.11,10.1.0.42,attack,9003,9002,100
3051,29.2487,10.1.0.11,10.1.0.42,attack,9003,9002,100
3052,29.2495,10.1.0.11,10.1.0.42,attack,9003,9002,100
3053,29.2512,10.1.0.11,10.1.0.42,attack,9003,9002,100
3054,29.252,10.1.0.11,10.1.0.42,attack,9003,9002,100
3055,29.253,10.1.0.11,10.1.0.42,attack,9003,9002,100
3056,29.254,10.1.0.11,10.1.0.42,attack,9003,9002,100
3057,29.2543,10.1.0.11,10.1.0.42,attack,9003,9002,100
3058,29.2547,10.1.0.11,10.1.0.42,attack,9003,9002,100
3059,29.2552,10.1.0.11,10.1.0.42,attack,9003,9002,100
3060,29.2555,10.1.0.11,10.1.0.42,attack,9003,9002,100
3061,29.2559,10.1.0.11,10.1.0.42,attack,9003,9002,100
3062,29.2563,10.1.0.11,10.1.0.42,normal,9001,9002,100
3063,29.3007,10.1.0.11,10.1.0.42,attack,9003,9002,100
3064,29.3021,10.1.0.11,10.1.0.42,attack,9003,9002,100
3065,29.3088,10.1.0.11,10.1.0.42,attack,9003,9002,100
3066,29.3137,10.1.0.11,10.1.0.42,attack,9003,9002,100
3067,29.3148,10.1.0.11,10.1.0.42,attack,9003,9002,100
3068,29.3171,10.1.0.11,10.1.0.42,attack,9003,9002,100
3069,29.3183,10.1.0.11,10.1.0.42,attack,9003,9002,100
3070,29.3187,10.1.0.11,10.1.0.42,attack,9003,9002,100
3071,29.3194,10.1.0.11,10.1.0.42,attack,9003,9002,100
3072,29.3206,10.1.0.11,10.1.0.42,attack,9003,9002,100
3073,29.3214,10.1.0.11,10.1.0.42,attack,9003,9002,100
3074,29.3221,10.1.0.11,10.1.0.42,attack,9003,9002,100
3075,29.3229,10.1.0.11,10.1.0.42,attack,9003,9002,100
3076,29.3237,10.1.0.11,10.1.0.42,attack,9003,9002,100
3077,29.3479,10.1.0.11,10.1.0.42,attack,9003,9002,100
3078,29.3487,10.1.0.11,10.1.0.42,attack,9003,9002,100
3079,29.3497,10.1.0.11,10.1.0.42,attack,9003,9002,100
3080,29.3503,10.1.0.11,10.1.0.42,attack,9003,9002,100
3081,29.3507,10.1.0.11,10.1.0.42,attack,9003,9002,100
3082,29.3514,10.1.0.11,10.1.0.42,attack,9003,9002,100
3083,29.4154,10.1.0.11,10.1.0.42,attack,9003,9002,100
3084,29.4163,10.1.0.11,10.1.0.42,attack,9003,9002,100
3085,29.4176,10.1.0.11,10.1.0.42,attack,9003,9002,100
3086,29.4186,10.1.0.11,10.1.0.42,attack,9003,9002,100
3087,29.42,10.1.0.11,10.1.0.42,attack,9003,9002,100
3088,29.4225,10.1.0.11,10.1.0.42,attack,9003,9002,100
3089,29.4237,10.1.0.11,10.1.0.42,attack,9003,9002,100
3090,29.424,10.1.0.11,10.1.0.42,attack,9003,9002,100
3091,29.4257,10.1.0.11,10.1.0.42,attack,9003,9002,100
3092,29.427,10.1.0.11,10.1.0.42,attack,9003,9002,100
3093,29.4272,10.1.0.11,10.1.0.42,attack,9003,9002,100
3094,29.4275,10.1.0.11,10.1.0.42,attack,9003,9002,100
3095,29.4285,10.1.0.32,10.1.0.42,normal,9001,9002,100
3096,29.4318,10.1.0.11,10.1.0.42,attack,9003,9002,100
3097,29.4324,10.1.0.11,10.1.0.42,attack,9003,9002,100
3098,29.4326,10.1.0.11,10.1.0.42,attack,9003,9002,100
3099,29.4342,10.1.0.11,10.1.0.42,attack,9003,9002,100
3100,29.4345,10.1.0.11,10.1.0.42,attack,9003,9002,100
3101,29.4349,10.1.0.11,10.1.0.42,attack,9003,9002,100
3102,29.4353,10.1.0.11,10.1.0.42,attack,9003,9002,100
3103,29.4357,10.1.0.11,10.1.0.42,attack,9003,9002,100
3104,29.4626,10.1.0.30,10.1.0.42,normal,9001,9002,100
3105,29.5191,10.1.0.11,10.1.0.42,attack,9003,9002,100
3106,29.5198,10.1.0.11,10.1.0.42,attack,9003,9002,100
3107,29.5208,10.1.0.11,10.1.0.42,attack,9003,9002,100
3108,29.5213,10.1.0.11,10.1.0.42,attack,9003,9002,100
3109,29.5226,10.1.0.11,10.1.0.42,attack,9003,9002,100
3110,29.5229,10.1.0.11,10.1.0.42,attack,9003,9002,100
3111,29.5235,10.1.0.11,10.1.0.42,attack,9003,9002,100
3112,29.5242,10.1.0.11,10.1.0.42,attack,9003,9002,100
3113,29.5244,10.1.0.11,10.1.0.42,attack,9003,9002,100
3114,29.5252,10.1.0.11,10.1.0.42,attack,9003,9002,100
3115,29.5264,10.1.0.11,10.1.0.42,attack,9003,9002,100
3116,29.5273,10.1.0.11,10.1.0.42,attack,9003,9002,100
3117,29.5276,10.1.0.11,10.1.0.42,attack,9003,9002,100
3118,29.5282,10.1.0.11,10.1.0.42,attack,9003,9002,100
3119,29.5292,10.1.0.11,10.1.0.42,attack,9003,9002,100
3120,29.5318,10.1.0.11,10.1.0.42,attack,9003,9002,100
3121,29.5324,10.1.0.11,10.1.0.42,attack,9003,9002,100
3122,29.5328,10.1.0.11,10.1.0.42,attack,9003,9002,100
3123,29.533,10.1.0.11,10.1.0.42,attack,9003,9002,100
3124,29.5334,10.1.0.11,10.1.0.42,attack,9003,9002,100
3125,29.5338,10.1.0.11,10.1.0.42,normal,9001,9002,100
3126,29.5536,10.1.0.19,10.1.0.42,normal,9001,9002,100
3127,29.5912,10.1.0.25,10.1.0.42,normal,9001,9002,100
3128,29.6029,10.1.0.11,10.1.0.42,attack,9003,9002,100
3129,29.6042,10.1.0.11,10.1.0.42,attack,9003,9002,100
3130,29.6188,10.1.0.11,10.1.0.42,attack,9003,9002,100
3131,29.6196,10.1.0.11,10.1.0.42,attack,9003,9002,100
3132,29.6204,10.1.0.11,10.1.0.42,attack,9003,9002,100
3133,29.621,10.1.0.11,10.1.0.42,attack,9003,9002,100
3134,29.6224,10.1.0.11,10.1.0.42,attack,9003,9002,100
3135,29.6227,10.1.0.11,10.1.0.42,attack,9003,9002,100
3136,29.623,10.1.0.11,10.1.0.42,attack,9003,9002,100
3137,29.6237,10.1.0.11,10.1.0.42,attack,9003,9002,100
3138,29.6247,10.1.0.11,10.1.0.42,attack,9003,9002,100
3139,29.625,10.1.0.11,10.1.0.42,attack,9003,9002,100
3140,29.6257,10.1.0.11,10.1.0.42,attack,9003,9002,100
3141,29.6266,10.1.0.11,10.1.0.42,attack,9003,9002,100
3142,29.6276,10.1.0.11,10.1.0.42,attack,9003,9002,100
3143,29.6285,10.1.0.11,10.1.0.42,attack,9003,9002,100
3144,29.6292,10.1.0.11,10.1.0.42,attack,9003,9002,100
3145,29.631,10.1.0.11,10.1.0.42,attack,9003,9002,100
3146,29.6313,10.1.0.11,10.1.0.42,attack,9003,9002,100
3147,29.6321,10.1.0.11,10.1.0.42,attack,9003,9002,100
3148,29.702,10.1.0.11,10.1.0.42,attack,9003,9002,100
3149,29.7047,10.1.0.11,10.1.0.42,attack,9003,9002,100
3150,29.7055,10.1.0.11,10.1.0.42,attack,9003,9002,100
3151,29.7065,10.1.0.11,10.1.0.42,attack,9003,9002,100
3152,29.7073,10.1.0.11,10.1.0.42,attack,9003,9002,100
3153,29.7082,10.1.0.11,10.1.0.42,attack,9003,9002,100
3154,29.7092,10.1.0.11,10.1.0.42,attack,9003,9002,100
3155,29.7109,10.1.0.11,10.1.0.42,attack,9003,9002,100
3156,29.7123,10.1.0.11,10.1.0.42,attack,9003,9002,100
3157,29.7131,10.1.0.11,10.1.0.42,attack,9003,9002,100
3158,29.7143,10.1.0.11,10.1.0.42,attack,9003,9002,100
3159,29.7151,10.1.0.11,10.1.0.42,attack,9003,9002,100
3160,29.7166,10.1.0.11,10.1.0.42,attack,9003,9002,100
3161,29.7185,10.1.0.11,10.1.0.42,attack,9003,9002,100
3162,29.7191,10.1.0.11,10.1.0.42,attack,9003,9002,100
3163,29.7202,10.1.0.11,10.1.0.42,attack,9003,9002,100
3164,29.7208,10.1.0.11,10.1.0.42,attack,9003,9002,100
3165,29.7219,10.1.0.11,10.1.0.42,attack,9003,9002,100
3166,29.7227,10.1.0.11,10.1.0.42,attack,9003,9002,100
3167,29.723,10.1.0.11,10.1.0.42,attack,9003,9002,100
3168,29.7332,10.1.0.11,10.1.0.42,normal,9001,9002,100
3169,29.7567,10.1.0.19,10.1.0.42,normal,9001,9002,100
3170,29.758,10.1.0.30,10.1.0.42,normal,9001,9002,100
3171,29.8089,10.1.0.11,10.1.0.42,attack,9003,9002,100
3172,29.8102,10.1.0.11,10.1.0.42,attack,9003,9002,100
3173,29.8104,10.1.0.11,10.1.0.42,attack,9003,9002,100
3174,29.8115,10.1.0.11,10.1.0.42,attack,9003,9002,100
3175,29.8123,10.1.0.11,10.1.0.42,attack,9003,9002,100
3176,29.813,10.1.0.11,10.1.0.42,attack,9003,9002,100
3177,29.8136,10.1.0.11,10.1.0.42,attack,9003,9002,100
3178,29.8143,10.1.0.11,10.1.0.42,attack,9003,9002,100
3179,29.8149,10.1.0.11,10.1.0.42,attack,9003,9002,100
3180,29.8156,10.1.0.11,10.1.0.42,attack,9003,9002,100
3181,29.8163,10.1.0.11,10.1.0.42,attack,9003,9002,100
3182,29.817,10.1.0.11,10.1.0.42,attack,9003,9002,100
3183,29.8178,10.1.0.11,10.1.0.42,attack,9003,9002,100
3184,29.8185,10.1.0.11,10.1.0.42,attack,9003,9002,100
3185,29.8191,10.1.0.11,10.1.0.42,attack,9003,9002,100
3186,29.8197,10.1.0.11,10.1.0.42,attack,9003,9002,100
3187,29.8227,10.1.0.11,10.1.0.42,attack,9003,9002,100
3188,29.8268,10.1.0.11,10.1.0.42,attack,9003,9002,100
3189,29.8274,10.1.0.11,10.1.0.42,attack,9003,9002,100
3190,29.8281,10.1.0.11,10.1.0.42,attack,9003,9002,100
3191,29.8738,10.1.0.32,10.1.0.42,normal,9001,9002,100
3192,29.9077,10.1.0.11,10.1.0.42,attack,9003,9002,100
3193,29.9084,10.1.0.11,10.1.0.42,attack,9003,9002,100
3194,29.909,10.1.0.11,10.1.0.42,attack,9003,9002,100
3195,29.9112,10.1.0.11,10.1.0.42,attack,9003,9002,100
3196,29.9186,10.1.0.11,10.1.0.42,attack,9003,9002,100
3197,29.9188,10.1.0.11,10.1.0.42,attack,9003,9002,100
3198,29.9195,10.1.0.11,10.1.0.42,attack,9003,9002,100
3199,29.9202,10.1.0.11,10.1.0.42,attack,9003,9002,100
3200,29.9216,10.1.0.11,10.1.0.42,attack,9003,9002,100
3201,29.9243,10.1.0.11,10.1.0.42,attack,9003,9002,100
3202,29.925,10.1.0.11,10.1.0.42,attack,9003,9002,100
3203,29.9257,10.1.0.11,10.1.0.42,attack,9003,9002,100
3204,29.9267,10.1.0.11,10.1.0.42,attack,9003,9002,100
3205,29.927,10.1.0.11,10.1.0.42,attack,9003,9002,100
3206,29.9291,10.1.0.11,10.1.0.42,attack,9003,9002,100
3207,29.9295,10.1.0.11,10.1.0.42,attack,9003,9002,100
3208,29.9302,10.1.0.11,10.1.0.42,attack,9003,9002,100
3209,29.9306,10.1.0.11,10.1.0.42,attack,9003,9002,100
3210,29.9313,10.1.0.11,10.1.0.42,attack,9003,9002,100
3211,29.9321,10.1.0.11,10.1.0.42,attack,9003,9002,100
3212,29.9743,10.1.0.25,10.1.0.42,normal,9001,9002,100
3213,30.1166,10.1.0.19,10.1.0.42,normal,9001,9002,100
3214,30.236,10.1.0.22,10.1.0.42,normal,9001,9002,100
3215,30.2932,10.1.0.32,10.1.0.42,normal,9001,9002,100
3216,30.3562,10.1.0.19,10.1.0.42,normal,9001,9002,100
3217,30.4355,10.1.0.22,10.1.0.42,normal,9001,9002,100
3218,30.5063,10.1.0.40,10.1.0.42,attack,9003,9002,100
3219,30.5074,10.1.0.40,10.1.0.42,attack,9003,9002,100
3220,30.5082,10.1.0.40,10.1.0.42,attack,9003,9002,100
3221,30.5105,10.1.0.19,10.1.0.42,normal,9001,9002,100
3222,30.583,10.1.0.40,10.1.0.42,normal,9001,9002,100
3223,30.6002,10.1.0.40,10.1.0.42,attack,9003,9002,100
3224,30.6012,10.1.0.40,10.1.0.42,attack,9003,9002,100
3225,30.6015,10.1.0.40,10.1.0.42,attack,9003,9002,100
3226,30.6018,10.1.0.40,10.1.0.42,attack,9003,9002,100
3227,30.6031,10.1.0.40,10.1.0.42,attack,9003,9002,100
3228,30.6037,10.1.0.40,10.1.0.42,attack,9003,9002,100
3229,30.6042,10.1.0.40,10.1.0.42,attack,9003,9002,100
3230,30.6046,10.1.0.40,10.1.0.42,attack,9003,9002,100
3231,30.6056,10.1.0.40,10.1.0.42,attack,9003,9002,100
3232,30.6063,10.1.0.40,10.1.0.42,attack,9003,9002,100
3233,30.6067,10.1.0.40,10.1.0.42,attack,9003,9002,100
3234,30.6071,10.1.0.40,10.1.0.42,attack,9003,9002,100
3235,30.6081,10.1.0.40,10.1.0.42,attack,9003,9002,100
3236,30.6092,10.1.0.40,10.1.0.42,attack,9003,9002,100
3237,30.6096,10.1.0.40,10.1.0.42,attack,9003,9002,100
3238,30.6101,10.1.0.40,10.1.0.42,attack,9003,9002,100
3239,30.6105,10.1.0.40,10.1.0.42,attack,9003,9002,100
3240,30.6139,10.1.0.40,10.1.0.42,attack,9003,9002,100
3241,30.6143,10.1.0.40,10.1.0.42,attack,9003,9002,100
3242,30.6157,10.1.0.40,10.1.0.42,attack,9003,9002,100
3243,30.635,10.1.0.22,10.1.0.42,normal,9001,9002,100
3244,30.6714,10.1.0.32,10.1.0.42,normal,9001,9002,100
3245,30.7049,10.1.0.40,10.1.0.42,attack,9003,9002,100
3246,30.7053,10.1.0.40,10.1.0.42,attack,9003,9002,100
3247,30.7056,10.1.0.40,10.1.0.42,attack,9003,9002,100
3248,30.7059,10.1.0.40,10.1.0.42,attack,9003,9002,100
3249,30.7063,10.1.0.40,10.1.0.42,attack,9003,9002,100
3250,30.7073,10.1.0.40,10.1.0.42,attack,9003,9002,100
3251,30.7081,10.1.0.40,10.1.0.42,attack,9003,9002,100
3252,30.7085,10.1.0.40,10.1.0.42,attack,9003,9002,100
3253,30.7093,10.1.0.40,10.1.0.42,attack,9003,9002,100
3254,30.7099,10.1.0.40,10.1.0.42,attack,9003,9002,100
3255,30.7102,10.1.0.40,10.1.0.42,attack,9003,9002,100
3256,30.7115,10.1.0.40,10.1.0.42,attack,9003,9002,100
3257,30.7128,10.1.0.40,10.1.0.42,attack,9003,9002,100
3258,30.7146,10.1.0.40,10.1.0.42,attack,9003,9002,100
3259,30.7163,10.1.0.40,10.1.0.42,attack,9003,9002,100
3260,30.7167,10.1.0.40,10.1.0.42,attack,9003,9002,100
3261,30.7173,10.1.0.40,10.1.0.42,attack,9003,9002,100
3262,30.7196,10.1.0.40,10.1.0.42,attack,9003,9002,100
3263,30.7218,10.1.0.40,10.1.0.42,attack,9003,9002,100
3264,30.7232,10.1.0.40,10.1.0.42,attack,9003,9002,100
3265,30.8012,10.1.0.40,10.1.0.42,attack,9003,9002,100
3266,30.8014,10.1.0.40,10.1.0.42,attack,9003,9002,100
3267,30.802,10.1.0.40,10.1.0.42,attack,9003,9002,100
3268,30.8024,10.1.0.40,10.1.0.42,attack,9003,9002,100
3269,30.8028,10.1.0.40,10.1.0.42,attack,9003,9002,100
3270,30.8031,10.1.0.40,10.1.0.42,attack,9003,9002,100
3271,30.8035,10.1.0.40,10.1.0.42,attack,9003,9002,100
3272,30.8038,10.1.0.40,10.1.0.42,attack,9003,9002,100
3273,30.8046,10.1.0.40,10.1.0.42,attack,9003,9002,100
